states,actions
"[0.09817477042468103, 0.006135923151542766, 0.13041209223122774, 0.07168115824748611]",[-0.12184392005000233]
"[0.09817477042468103, 0.006135923151542766, 0.10432967378498237, 0.05734492659800594]",[-0.4577350690904507]
"[0.09817477042468103, 0.006135923151542766, 0.08346373902798554, 0.04587594127841044]",[-0.23944097057816024]
"[0.09817477042468103, 0.006135923151542766, 0.06677099122238861, 0.03670075302269993]",[-0.012588719022723127]
"[0.09817477042468103, 0.006135923151542766, 0.05341679297791124, 0.029360602418165627]",[0.007376226707734496]
"[0.09817477042468103, 0.006135923151542766, 0.04273343438232846, 0.023488481934521133]",[-0.06449318472451665]
"[0.09817477042468103, 0.006135923151542766, 0.03418674750586348, 0.01879078554762259]",[-0.10162892217956294]
"[0.09817477042468103, 0.006135923151542766, 0.027349398004690606, 0.01503262843812081]",[-0.0916276165467835]
"[0.09817477042468103, 0.006135923151542766, 0.02187951840375213, 0.012026102750496648]",[-0.07423713378442627]
"[0.09817477042468103, 0.006135923151542766, 0.01750361472300188, 0.009620882200408687]",[-0.07050770296774625]
"[0.09817477042468103, 0.006135923151542766, 0.01400289177840186, 0.0076967057603098965]",[-0.07512695889708267]
"[0.09817477042468103, 0.006135923151542766, 0.011202313422722376, 0.006157364608270655]",[-0.07838737011062706]
"[0.09817477042468103, 0.006135923151542766, 0.008961850738177901, 0.004925891686610839]",[-0.07811111261637463]
"[0.09817477042468103, 0.003067961575771161, 0.007169480590542676, -0.14945736543930366]",[-0.41148138219433217]
"[0.09817477042468103, 0.003067961575771161, 0.005735584472434496, -0.11956589235143156]",[-1.002066009394256]
"[0.09817477042468103, 0.003067961575771161, 0.004588467577947952, -0.09565271388117935]",[-1.2467720170932157]
"[0.09817477042468103, 0.003067961575771161, 0.003670774062358717, -0.07652217110492643]",[-0.6931179514667556]
"[0.09817477042468103, 0.003067961575771161, 0.0029366192498869736, -0.06121773688397525]",[-0.07423792962082272]
"[0.09817477042468103, 0.003067961575771161, 0.002349295399909579, -0.04897418950719157]",[0.035704312659695286]
"[0.09817477042468103, 0.003067961575771161, 0.0018794363199274855, -0.03917935160572483]",[-0.1306989537480014]
"[0.09817477042468103, 0.003067961575771161, 0.0015035490559425213, -0.031343481284579866]",[-0.23828464152653842]
"[0.09817477042468103, 0.003067961575771161, 0.0012028392447538394, -0.025074785027669577]",[-0.22401127335695314]
"[0.09817477042468103, 0.003067961575771161, 0.0009622713958030715, -0.020059828022141346]",[-0.17976190113661158]
"[0.09817477042468103, 0.003067961575771161, 0.0007698171166428125, -0.016047862417707393]",[-0.16629646903690692]
"[0.09817477042468103, 0.003067961575771161, 0.0006158536933140724, -0.012838289934165914]",[-0.17638393687673523]
"[0.09817477042468103, 0.003067961575771161, 0.0004926829546514355, -0.010270631947349784]",[-0.18539525959872438]
"[0.10124273200045232, 0.003067961575771161, 0.1537922251522863, -0.008216505557868459]",[-0.30822975372341804]
"[0.10124273200045232, 0.003067961575771161, 0.12303378012182886, -0.00657320444631182]",[-0.598038272235696]
"[0.10124273200045232, 0.003067961575771161, 0.09842702409746362, -0.005258563557021034]",[-0.7178142869777734]
"[0.10124273200045232, 0.003067961575771161, 0.07874161927797108, -0.0042068508456338805]",[-0.44380326544161325]
"[0.10124273200045232, 0.003067961575771161, 0.06299329542237775, -0.0033654806765071044]",[-0.13776716635609418]
"[0.10124273200045232, 0.003067961575771161, 0.05039463633790131, -0.0026923845412056835]",[-0.08342808662042958]
"[0.10124273200045232, 0.006135923151542766, 0.040315709070322114, 0.15124417115561073]",[0.16892751701744874]
"[0.10124273200045232, 0.006135923151542766, 0.0322525672562568, 0.12099533692449427]",[0.7067565885338312]
"[0.10124273200045232, 0.006135923151542766, 0.025802053805005443, 0.09679626953959541]",[0.9582555809871259]
"[0.10124273200045232, 0.006135923151542766, 0.020641643044004176, 0.07743701563165928]",[0.4262134097712625]
"[0.10124273200045232, 0.006135923151542766, 0.016513314435203874, 0.061949612505344476]",[-0.18602653578893855]
"[0.10124273200045232, 0.003067961575771161, 0.013210651548162922, -0.10383838878431106]",[-0.635513932319089]
"[0.10124273200045232, 0.003067961575771161, 0.010568521238530693, -0.0830707110274318]",[-1.0645436210544459]
"[0.10124273200045232, 0.003067961575771161, 0.008454816990824732, -0.06645656882193407]",[-1.2014998405480344]
"[0.10124273200045232, 0.003067961575771161, 0.006763853592659963, -0.05316525505756431]",[-0.6603270846831124]
"[0.10124273200045232, 0.003067961575771161, 0.005411082874128503, -0.04253220404604008]",[-0.08500414922110362]
"[0.10124273200045232, 0.003067961575771161, 0.004328866299302625, -0.03402576323682638]",[0.011125647772767616]
"[0.10124273200045232, 0.003067961575771161, 0.0034630930394419224, -0.027220610589466787]",[-0.145581570133033]
"[0.10124273200045232, 0.003067961575771161, 0.002770474431554426, -0.021776488471545008]",[-0.24419653884619877]
"[0.10124273200045232, 0.003067961575771161, 0.002216379545243896, -0.017421190777270112]",[-0.22961217827582725]
"[0.10124273200045232, 0.003067961575771161, 0.0017731036361947616, -0.013936952621804721]",[-0.18842116102250356]
"[0.10124273200045232, 0.003067961575771161, 0.0014184829089565199, -0.011149562097443777]",[-0.1763472812231717]
"[0.10124273200045232, 0.003067961575771161, 0.001134786327164683, -0.008919649677949337]",[-0.18593052691504486]
"[0.10124273200045232, 0.003067961575771161, 0.0009078290617328122, -0.007135719742393576]",[-0.19423603037471224]
"[0.10124273200045232, 0.003067961575771161, 0.0007262632493851839, -0.005708575793903492]",[-0.194308488566872]
"[0.10124273200045232, 0.003067961575771161, 0.000581010599509213, -0.004566860635151215]",[-0.19138667082868155]
"[0.10124273200045232, 0.003067961575771161, 0.00046480847960683747, -0.0036534885081209723]",[-0.19013709418952845]
"[0.10124273200045232, 0.003067961575771161, 0.00037184678368529234, -0.0029227908065081465]",[-0.19065225199113792]
"[0.10124273200045232, 0.0, 0.0002974774269484115, -0.15573631143377042]",[-0.525957071408122]
"[0.10124273200045232, 0.0, 0.00023798194155855157, -0.12458904914700497]",[-1.1170706905976837]
"[0.10124273200045232, 0.0, 0.0001903855532470189, -0.09967123931758692]",[-1.3613106403372823]
"[0.10124273200045232, 0.0, 0.00015230844259672693, -0.07973699145406954]",[-0.8072733350095413]
"[0.10124273200045232, 0.0, 0.00012184675407755918, -0.06378959316324995]",[-0.1883984496756874]
"[0.10124273200045232, 0.0, 9.747740326115917e-05, -0.05103167453060564]",[-0.07859458016548462]
"[0.10124273200045232, 0.0, 7.798192260999315e-05, -0.0408253396244902]",[-0.24505397909337046]
"[0.10124273200045232, 0.003067961575771161, 6.238553808746161e-05, 0.12073780708894333]",[-0.0179691096876671]
"[0.1043106935762236, 0.003067961575771161, 0.15344798721903352, 0.09659024567113761]",[0.4647096530014097]
"[0.1043106935762236, 0.003067961575771161, 0.12275838977522646, 0.07727219653691009]",[0.46046574317110356]
"[0.1043106935762236, 0.003067961575771161, 0.0982067118201817, 0.06181775722950533]",[-0.20115206129162821]
"[0.1043106935762236, 0.003067961575771161, 0.0785653694561459, 0.04945420578363269]",[-0.5555957253886832]
"[0.1043106935762236, 0.003067961575771161, 0.062852295564916, 0.039563364626900466]",[-0.3677107912034468]
"[0.1043106935762236, 0.003067961575771161, 0.050281836451933515, 0.03165069170151469]",[-0.1470035001900043]
"[0.1043106935762236, 0.003067961575771161, 0.040225469161547345, 0.02532055336121175]",[-0.1188039383607579]
"[0.1043106935762236, 0.003067961575771161, 0.03218037532923734, 0.020256442688975085]",[-0.18504008281888346]
"[0.1043106935762236, 0.003067961575771161, 0.025744300263390585, 0.016205154151180068]",[-0.22274326900767694]
"[0.10737865515199488, 0.003067961575771161, 0.17399351899927584, 0.012964123320927001]",[-0.3376275940730772]
"[0.10737865515199488, 0.003067961575771161, 0.13919481519941979, 0.010371298656764338]",[-0.6139061117384859]
"[0.10737865515199488, 0.003067961575771161, 0.11135585215953547, 0.008297038925405786]",[-0.7308406126581715]
"[0.10737865515199488, 0.003067961575771161, 0.08908468172762873, 0.006637631140335998]",[-0.4604485607702176]
"[0.10737865515199488, 0.003067961575771161, 0.07126774538210334, 0.005310104912268798]",[-0.15693828969523393]
"[0.10737865515199488, 0.003067961575771161, 0.057014196305682496, 0.004248083929809354]",[-0.10237081634307317]
"[0.10737865515199488, 0.003067961575771161, 0.04561135704454511, 0.0033984671438531677]",[-0.18366663558095342]
"[0.10737865515199488, 0.003067961575771161, 0.0364890856356368, 0.0027187737150882185]",[-0.23652294097362833]
"[0.10737865515199488, 0.003067961575771161, 0.029191268508508728, 0.0021750189720819435]",[-0.22967222081860367]
"[0.10737865515199488, 0.003067961575771161, 0.023353014806806627, 0.0017400151776598705]",[-0.20800033242623867]
"[0.11044661672776616, 0.003067961575771161, 0.1720804906340101, 0.0013920121421620024]",[-0.32400127252919625]
"[0.11044661672776616, 0.003067961575771161, 0.1376643925072072, 0.001113609713712549]",[-0.6218533946166279]
"[0.11044661672776616, 0.003067961575771161, 0.11013151400576504, 0.0008908877709927765]",[-0.7474274278982156]
"[0.11044661672776616, 0.003067961575771161, 0.08810521120461257, 0.0007127102167885369]",[-0.4729858596070047]
"[0.11044661672776616, 0.003067961575771161, 0.07048416896369059, 0.0005701681734251451]",[-0.16470853501133612]
"[0.11044661672776616, 0.003067961575771161, 0.05638733517095229, 0.0004561345387514848]",[-0.10958374055202215]
"[0.11044661672776616, 0.006135923151542766, 0.045109868136761655, 0.15376298641959352]",[0.14230432816439972]
"[0.11044661672776616, 0.006135923151542766, 0.03608789450940986, 0.12301038913565776]",[0.6796582900855317]
"[0.11351457830353745, 0.006135923151542766, 0.18226839439609233, 0.09840831130850347]",[0.808478840397269]
"[0.11351457830353745, 0.006135923151542766, 0.14581471551687386, 0.07872664904681415]",[-0.01634065830540099]
"[0.11351457830353745, 0.006135923151542766, 0.11665177241349944, 0.06298131923747974]",[-0.7496555909544542]
"[0.11351457830353745, 0.006135923151542766, 0.09332141793079973, 0.05038505538996674]",[-0.58997591047799]
"[0.11351457830353745, 0.006135923151542766, 0.07465713434463961, 0.04030804431195634]",[-0.12127336494491868]
"[0.11351457830353745, 0.003067961575771161, 0.059725707475711154, -0.12115164333900452]",[-0.2939985714122885]
"[0.11351457830353745, 0.003067961575771161, 0.047780565980569456, -0.09692131467122067]",[-0.9802554227593401]
"[0.11351457830353745, 0.003067961575771161, 0.038224452784454854, -0.0775370517369538]",[-1.3215742168736195]
"[0.11351457830353745, 0.003067961575771161, 0.030579562227564416, -0.062029641389557355]",[-0.7742917886067714]
"[0.11351457830353745, 0.003067961575771161, 0.024463649782051178, -0.04962371311165725]",[-0.12372579383489475]
"[0.11351457830353745, 0.006135923151542766, 0.01957091982564041, 0.11369910829924379]",[0.3364002017973914]
"[0.11351457830353745, 0.006135923151542766, 0.015656735860511972, 0.09095928663941777]",[0.7562634742321411]
"[0.11658253987930872, 0.006135923151542766, 0.16592346747697295, 0.0727674293115399]",[0.7629532707368134]
"[0.11658253987930872, 0.006135923151542766, 0.13273877398157818, 0.05821394344923192]",[-0.07108577740331873]
"[0.11658253987930872, 0.006135923151542766, 0.10619101918526219, 0.04657115475939122]",[-0.7648238385372215]
"[0.11658253987930872, 0.006135923151542766, 0.08495281534820975, 0.03725692380751866]",[-0.5852857213596898]
"[0.11658253987930872, 0.006135923151542766, 0.06796225227856834, 0.029805539046009244]",[-0.12233212839123242]
"[0.11658253987930872, 0.006135923151542766, 0.05436980182285556, 0.023844431236796026]",[0.030121058312203894]
"[0.11658253987930872, 0.006135923151542766, 0.043495841458284445, 0.01907554498944819]",[-0.06703711400306187]
"[0.11658253987930872, 0.006135923151542766, 0.03479667316662738, 0.015260435991564236]",[-0.1613605201544147]
"[0.11658253987930872, 0.006135923151542766, 0.027837338533301725, 0.012208348793251389]",[-0.16624506076003345]
"[0.11658253987930872, 0.006135923151542766, 0.022269870826641558, 0.00976667903461248]",[-0.13474996104368026]
"[0.11658253987930872, 0.006135923151542766, 0.01781589666131378, 0.007813343227667247]",[-0.1198196242911563]
"[0.11658253987930872, 0.006135923151542766, 0.014252717329051201, 0.006250674582162219]",[-0.12476044016376711]
"[0.11658253987930872, 0.006135923151542766, 0.011402173863241494, 0.005000539665729775]",[-0.13213681490876697]
"[0.11658253987930872, 0.006135923151542766, 0.009121739090592662, 0.0040004317326065575]",[-0.1334702484936519]
"[0.11658253987930872, 0.006135923151542766, 0.007297391272474307, 0.0032003453860909303]",[-0.13140685534190652]
"[0.11658253987930872, 0.006135923151542766, 0.005837913017979091, 0.0025602763088556912]",[-0.1300686256931909]
"[0.11658253987930872, 0.006135923151542766, 0.004670330414383805, 0.0020482210470902373]",[-0.13024152644209022]
"[0.11658253987930872, 0.006135923151542766, 0.0037362643315068667, 0.0016385768376778742]",[-0.13078961636288552]
"[0.11658253987930872, 0.006135923151542766, 0.0029890114652060262, 0.0013108614701593524]",[-0.1309577301487978]
"[0.11658253987930872, 0.006135923151542766, 0.0023912091721651763, 0.001048689176144535]",[-0.13083332884304663]
"[0.11658253987930872, 0.003067961575771161, 0.0019129673377324963, -0.15255912744768807]",[-0.4653663515770406]
"[0.11658253987930872, 0.003067961575771161, 0.0015303738701861747, -0.12204730195816182]",[-1.0563840282458155]
"[0.11658253987930872, 0.003067961575771161, 0.001224299096149295, -0.09763784156652378]",[-1.3008581245091593]
"[0.11351457830353745, 0.003067961575771161, -0.15241863951164358, -0.07811027325323039]",[-0.6243073719641529]
"[0.11351457830353745, 0.003067961575771161, -0.12193491160931469, -0.06248821860256726]",[0.28752783451978803]
"[0.11658253987930872, 0.003067961575771161, 0.055850149501111446, -0.04999057488208791]",[0.39589636266802575]
"[0.11658253987930872, 0.003067961575771161, 0.0446801196008888, -0.03999245990564759]",[-0.33802606150486264]
"[0.11658253987930872, 0.003067961575771161, 0.035744095680711574, -0.03199396792453513]",[-0.8735012259629079]
"[0.11658253987930872, 0.003067961575771161, 0.028595276544568726, -0.0255951743396281]",[-0.6391110149972166]
"[0.11658253987930872, 0.003067961575771161, 0.02287622123565569, -0.020476139471696797]",[-0.20561152147347958]
"[0.11658253987930872, 0.003067961575771161, 0.01830097698852473, -0.016380911577357438]",[-0.0843865736225167]
"[0.11965050145508001, 0.006135923151542766, 0.16803886037938298, 0.1402933495267007]",[0.027939689157880365]
"[0.11965050145508001, 0.006135923151542766, 0.13443108830350692, 0.11223467962136624]",[0.2417659611062224]
"[0.11965050145508001, 0.006135923151542766, 0.10754487064280571, 0.08978774369708731]",[0.36527597983316284]
"[0.11965050145508001, 0.006135923151542766, 0.08603589651424493, 0.07183019495769827]",[0.11595865993477744]
"[0.11965050145508001, 0.006135923151542766, 0.06882871721139594, 0.057464155966158614]",[-0.18367613466014215]
"[0.11965050145508001, 0.006135923151542766, 0.0550629737691164, 0.04597132477294963]",[-0.2445253914618284]
"[0.11965050145508001, 0.006135923151542766, 0.044050379015293295, 0.036777059818348334]",[-0.16730384881504487]
"[0.11965050145508001, 0.006135923151542766, 0.035240303212234814, 0.029421647854690036]",[-0.11393162746242166]
"[0.11965050145508001, 0.006135923151542766, 0.02819224256978803, 0.023537318283757713]",[-0.11911970996751464]
"[0.1227184630308513, 0.006135923151542766, 0.1759518728443945, 0.018829854627028908]",[-0.2629244570849185]
"[0.1227184630308513, 0.006135923151542766, 0.14076149827551632, 0.01506388370162881]",[-0.5628778435173792]
"[0.1227184630308513, 0.006135923151542766, 0.11260919862041252, 0.012051106961280311]",[-0.679449668163069]
"[0.1227184630308513, 0.006135923151542766, 0.09008735889632913, 0.009640885569041302]",[-0.40049065164671604]
"[0.1227184630308513, 0.006135923151542766, 0.07206988711706419, 0.007712708455215989]",[-0.09352098325476817]
"[0.1227184630308513, 0.006135923151542766, 0.05765590969365153, 0.006170166764178475]",[-0.040549622634722705]
"[0.1227184630308513, 0.009203884727313927, 0.04612472775492105, 0.15833421219988963]",[0.21090126910407417]
"[0.1227184630308513, 0.009203884727313927, 0.036899782203936304, 0.12666736975990034]",[0.7488375478302134]
"[0.1227184630308513, 0.009203884727313927, 0.029519825763149043, 0.10133389580792596]",[1.0007030215848467]
"[0.1227184630308513, 0.009203884727313927, 0.023615860610519235, 0.08106711664632371]",[0.4687762468354252]
"[0.1227184630308513, 0.009203884727313927, 0.018892688488414855, 0.06485369331707602]",[-0.14354562880474286]
"[0.1227184630308513, 0.006135923151542766, 0.015114150790732417, -0.1015151241348633]",[-0.5931083595477209]
"[0.11965050145508001, 0.006135923151542766, -0.14130675815597815, -0.08121209930789064]",[-0.8994948573230312]
"[0.11965050145508001, 0.006135923151542766, -0.11304540652478323, -0.06496967944630683]",[-0.7434928610321725]
"[0.11965050145508001, 0.006135923151542766, -0.09043632521982659, -0.051975743557051146]",[-0.08115682199603103]
"[0.11965050145508001, 0.006135923151542766, -0.07234906017586162, -0.04158059484564092]",[0.21961660812967415]
"[0.11965050145508001, 0.003067961575771161, -0.05787924814068912, -0.18666255466513348]",[-0.3256532257163538]
"[0.11658253987930872, 0.003067961575771161, -0.1997014773011161, -0.1493300437321352]",[-1.0051838200447987]
"[0.11658253987930872, 0.003067961575771161, -0.15976118184089305, -0.1194640349856968]",[-0.9728029589518957]
"[0.11658253987930872, 0.003067961575771161, -0.12780894547271426, -0.09557122798858586]",[-0.22982674707076783]
"[0.11658253987930872, 0.003067961575771161, -0.10224715637817106, -0.07645698239085164]",[0.1486302710700937]
"[0.11658253987930872, 0.003067961575771161, -0.08179772510253702, -0.061165585912675624]",[-0.05812507197623468]
"[0.11965050145508001, 0.006135923151542766, 0.08795989870653464, 0.10446561005846888]",[-0.083274134825226]
"[0.11965050145508001, 0.006135923151542766, 0.07036791896522665, 0.08357248804676942]",[0.18643490768107673]
"[0.11965050145508001, 0.006135923151542766, 0.056294335172180965, 0.0668579904374269]",[0.3817236540760728]
"[0.11965050145508001, 0.006135923151542766, 0.04503546813774495, 0.053486392349952894]",[0.1425298148217352]
"[0.11965050145508001, 0.006135923151542766, 0.03602837451019525, 0.04278911387999074]",[-0.17839058864522755]
"[0.11965050145508001, 0.006135923151542766, 0.0288226996081562, 0.03423129110396417]",[-0.2517557704997405]
"[0.11965050145508001, 0.006135923151542766, 0.023058159686525137, 0.027385032883188387]",[-0.17221100886924898]
"[0.11965050145508001, 0.006135923151542766, 0.0184465277492194, 0.021908026306533657]",[-0.11341699723812099]
"[0.11965050145508001, 0.006135923151542766, 0.014757222199375697, 0.01752642104526103]",[-0.11715991834867107]
"[0.11965050145508001, 0.006135923151542766, 0.011805777759500202, 0.014021136836220194]",[-0.13964088648414777]
"[0.11965050145508001, 0.006135923151542766, 0.00944462220760034, 0.011216909468942049]",[-0.1477291563030256]
"[0.11965050145508001, 0.006135923151542766, 0.007555697766079561, 0.008973527575165008]",[-0.14312656833143372]
"[0.11965050145508001, 0.006135923151542766, 0.006044558212863649, 0.007178822060126322]",[-0.13832385695902408]
"[0.11965050145508001, 0.006135923151542766, 0.004835646570291452, 0.005743057648118111]",[-0.13794819656159613]
"[0.11658253987930872, 0.006135923151542766, -0.1495295615323311, 0.004594446118488804]",[-0.01685233525685357]
"[0.11658253987930872, 0.006135923151542766, -0.11962364922586577, 0.0036755568947626216]",[0.27529746727469867]
"[0.11658253987930872, 0.006135923151542766, -0.09569891938069297, 0.002940445515804413]",[0.396672134914515]
"[0.11658253987930872, 0.006135923151542766, -0.07655913550455473, 0.0023523564126435303]",[0.12249851711635781]
"[0.11658253987930872, 0.003067961575771161, -0.0612473084036429, -0.15151619365849456]",[-0.5188188068669832]
"[0.11658253987930872, 0.003067961575771161, -0.04899784672291396, -0.12121295492678996]",[-1.1643869399422349]
"[0.11658253987930872, 0.003067961575771161, -0.0391982773783317, -0.09697036394143765]",[-1.326394345732562]
"[0.11351457830353745, 0.003067961575771161, -0.18475670069122874, -0.07757629115315012]",[-0.596502909846935]
"[0.11351457830353745, 0.003067961575771161, -0.147805360552983, -0.062061032922514414]",[0.30826827874720975]
"[0.11658253987930872, 0.003067961575771161, 0.03515379034617627, -0.049648826338028584]",[0.3947034068764345]
"[0.11658253987930872, 0.003067961575771161, 0.02812303227694013, -0.03971906107042855]",[-0.34589742031192455]
"[0.11658253987930872, 0.006135923151542766, 0.022498425821552814, 0.12162282993224949]",[-0.5417292057767391]
"[0.11658253987930872, 0.006135923151542766, 0.01799874065724172, 0.09729826394578822]",[0.28814872547550135]
"[0.11658253987930872, 0.006135923151542766, 0.014398992525793908, 0.07783861115663626]",[0.9661781513178576]
"[0.11658253987930872, 0.006135923151542766, 0.011519194020634949, 0.06227088892532606]",[0.5319324932592405]
"[0.11658253987930872, 0.006135923151542766, 0.00921535521650707, 0.049816711140266534]",[-0.18731881067357453]
"[0.11658253987930872, 0.006135923151542766, 0.007372284173206012, 0.03985336891219049]",[-0.38116943336949416]
"[0.11658253987930872, 0.006135923151542766, 0.0058978273385648095, 0.031882695129780814]",[-0.2141438143038561]
"[0.11658253987930872, 0.006135923151542766, 0.004718261870852558, 0.025506156103801914]",[-0.07645803701933579]
"[0.11658253987930872, 0.006135923151542766, 0.0037746094966815136, 0.0204049248830529]",[-0.07834272395250116]
"[0.11658253987930872, 0.006135923151542766, 0.0030196875973445003, 0.016323939906413898]",[-0.12810163849752856]
"[0.11658253987930872, 0.006135923151542766, 0.0024157500778754226, 0.013059151925148171]",[-0.14827823513869878]
"[0.11658253987930872, 0.006135923151542766, 0.001932600062300338, 0.010447321540112853]",[-0.1390434213266992]
"[0.11658253987930872, 0.006135923151542766, 0.0015460800498408034, 0.008357857232084598]",[-0.12800377478521197]
"[0.11658253987930872, 0.006135923151542766, 0.0012368640398721098, 0.006686285785690416]",[-0.1266622549175972]
"[0.11351457830353745, 0.006135923151542766, -0.15240858755666586, 0.005349028628558017]",[-0.00737873734960764]
"[0.11351457830353745, 0.006135923151542766, -0.12192687004533198, 0.004279222902852098]",[0.28366864213102977]
"[0.11351457830353745, 0.006135923151542766, -0.09754149603626594, 0.0034233783223101]",[0.4052257448453244]
"[0.11351457830353745, 0.006135923151542766, -0.07803319682901222, 0.0027387026578367113]",[0.1315203937864035]
"[0.11351457830353745, 0.006135923151542766, -0.06242655746320924, 0.0021909621262636847]",[-0.17502075530275749]
"[0.11351457830353745, 0.006135923151542766, -0.04994124597056793, 0.001752769700999579]",[-0.22968002788525937]
"[0.11351457830353745, 0.006135923151542766, -0.0399529967764547, 0.0014022157607769259]",[-0.14734534337773625]
"[0.11351457830353745, 0.006135923151542766, -0.03196239742116358, 0.0011217726086556468]",[-0.09402127318151421]
"[0.11044661672776616, 0.006135923151542766, -0.17896799672549513, 0.0008974180869074644]",[0.021600294876845214]
"[0.11044661672776616, 0.003067961575771161, -0.14317439738039628, -0.1526801443190493]",[-0.04202288865138698]
"[0.11044661672776616, 0.003067961575771161, -0.11453951790431649, -0.12214411545522808]",[-0.5185746949158596]
"[0.11044661672776616, 0.003067961575771161, -0.0916316143234539, -0.09771529236417109]",[-1.0325668963051566]
"[0.11044661672776616, 0.003067961575771161, -0.0733052914587633, -0.07817223389133687]",[-0.7809285661008343]
"[0.11044661672776616, 0.003067961575771161, -0.058644233167010285, -0.06253778711308655]",[-0.21638310429220917]
"[0.11044661672776616, 0.003067961575771161, -0.04691538653360805, -0.05003022969046356]",[-0.025578714791408524]
"[0.11044661672776616, 0.003067961575771161, -0.03753230922688644, -0.04002418375236516]",[-0.13939011046204064]
"[0.11044661672776616, 0.006135923151542766, -0.030025847381509152, 0.12137873178670588]",[0.08086175330011278]
"[0.11044661672776616, 0.006135923151542766, -0.02402067790520679, 0.09710298542935902]",[0.6645957111139051]
"[0.11044661672776616, 0.006135923151542766, -0.019216542324165253, 0.07768238834347585]",[0.9466673988386058]
"[0.11044661672776616, 0.006135923151542766, -0.015373233859332203, 0.062145910674786364]",[0.4111035879380811]
"[0.11044661672776616, 0.006135923151542766, -0.01229858708746523, 0.049716728539834776]",[-0.21348003943086769]
"[0.11044661672776616, 0.006135923151542766, -0.009838869669972716, 0.03977338283186782]",[-0.3322412845825864]
"[0.11044661672776616, 0.006135923151542766, -0.007871095735977995, 0.03181870626551131]",[-0.1675045657315839]
"[0.11044661672776616, 0.006135923151542766, -0.006296876588782752, 0.025454965012414732]",[-0.05748223277484459]
"[0.11044661672776616, 0.006135923151542766, -0.005037501271026201, 0.020363972009931786]",[-0.07014262791782103]
"[0.10737865515199488, 0.006135923151542766, -0.15742807980538487, 0.016291177607968166]",[0.008063129229621397]
"[0.10737865515199488, 0.006135923151542766, -0.12594246384430807, 0.013032942086368848]",[0.28687703884127236]
"[0.10737865515199488, 0.006135923151542766, -0.10075397107544593, 0.010426353669117816]",[0.41791028520206064]
"[0.10737865515199488, 0.006135923151542766, -0.08060317686035656, 0.008341082935260147]",[0.1525223030331023]
"[0.10737865515199488, 0.006135923151542766, -0.06448254148828525, 0.0066728663482251704]",[-0.15390334888095264]
"[0.10737865515199488, 0.006135923151542766, -0.05158603319062838, 0.005338293078580136]",[-0.211470629590545]
"[0.10737865515199488, 0.006135923151542766, -0.041268826552502524, 0.004270634462869793]",[-0.13039503554967644]
"[0.1043106935762236, 0.006135923151542766, -0.18641314003056575, 0.0034165075702787817]",[0.04608092231381422]
"[0.1043106935762236, 0.006135923151542766, -0.1491305120244526, 0.002733206056234394]",[0.3326489158116159]
"[0.1043106935762236, 0.006135923151542766, -0.11930440961956279, 0.0021865648449761466]",[0.43198611284096483]
"[0.1043106935762236, 0.006135923151542766, -0.09544352769565023, 0.0017492518759638642]",[0.15056365509382233]
"[0.1043106935762236, 0.006135923151542766, -0.07635482215652001, 0.0013994015007767757]",[-0.1513122293210342]
"[0.1043106935762236, 0.006135923151542766, -0.061083857725216184, 0.0011195212006214206]",[-0.20127446570530455]
"[0.10124273200045232, 0.006135923151542766, -0.20226516496873614, 0.0008956169605198738]",[0.0040149618154772795]
"[0.10124273200045232, 0.003067961575771161, -0.16181213197498945, -0.15268158522016506]",[0.01408653370293425]
"[0.10124273200045232, 0.003067961575771161, -0.12944970557999103, -0.12214526817615479]",[-0.4635611487028105]
"[0.10124273200045232, 0.003067961575771161, -0.10355976446399318, -0.09771621454092383]",[-1.0042213749118272]
"[0.10124273200045232, 0.003067961575771161, -0.08284781157119525, -0.07817297163273906]",[-0.7633658719127854]
"[0.10124273200045232, 0.003067961575771161, -0.06627824925695514, -0.06253837730619694]",[-0.1938581622542337]
"[0.10124273200045232, 0.006135923151542766, -0.05302259940556375, 0.10336737694365183]",[0.3375022430418029]
"[0.10124273200045232, 0.006135923151542766, -0.04241807952445065, 0.08269390155490441]",[0.8154232492656395]
"[0.10124273200045232, 0.006135923151542766, -0.03393446361956087, 0.06615512124395195]",[0.9436628369996714]
"[0.10124273200045232, 0.006135923151542766, -0.02714757089564923, 0.05292409699515588]",[0.3814459876701015]
"[0.10124273200045232, 0.009203884727313927, -0.021718056716519385, 0.19573735638468293]",[0.13504944157858834]
"[0.10124273200045232, 0.009203884727313927, -0.017374445373215863, 0.15658988510773497]",[0.635024413862344]
"[0.10124273200045232, 0.009203884727313927, -0.013899556298572868, 0.12527190808620503]",[1.0403292885214226]
"[0.10124273200045232, 0.009203884727313927, -0.011119645038857762, 0.10021752646895266]",[0.5849581065403902]
"[0.10124273200045232, 0.009203884727313927, -0.008895716031086742, 0.08017402117513939]",[-0.05002864725980206]
"[0.10124273200045232, 0.009203884727313927, -0.007116572824869216, 0.06413921694013425]",[-0.20168152298243988]
"[0.09817477042468103, 0.006135923151542766, -0.15909133704845946, -0.10208670523644514]",[-0.25902791994109853]
"[0.09817477042468103, 0.006135923151542766, -0.12727306963876828, -0.08166936418916748]",[-0.4396266553358071]
"[0.09817477042468103, 0.006135923151542766, -0.10181845571101356, -0.06533549135133399]",[-0.5688591970181484]
