states,actions
"[0.07976700097005335, 0.006135923151542766, -0.004319639353705718, 0.027904228731102876]",[0.033996276843440434]
"[0.07976700097005335, 0.006135923151542766, -0.0034557114829647517, 0.022323382984865248]",[0.019535618963594896]
"[0.07976700097005335, 0.006135923151542766, -0.0027645691863722455, 0.017858706387897882]",[-0.025389433797173778]
"[0.07976700097005335, 0.006135923151542766, -0.002211655349098063, 0.014286965110329675]",[-0.039071307279573864]
"[0.07976700097005335, 0.006135923151542766, -0.0017693242792784503, 0.011429572088275108]",[-0.028834328769189742]
"[0.07976700097005335, 0.006135923151542766, -0.0014154594234225826, 0.009143657670620087]",[-0.01968344920442077]
"[0.07976700097005335, 0.006135923151542766, -0.0011323675387382437, 0.007314926136501754]",[-0.019489267302497785]
"[0.07976700097005335, 0.006135923151542766, -0.0009058940309909502, 0.005851940909195719]",[-0.0226605865239004]
"[0.07669903939428206, 0.006135923151542766, -0.15412279401335693, 0.004681552727390681]",[0.09858768869580156]
"[0.07669903939428206, 0.006135923151542766, -0.12329823521068528, 0.0037452421819068604]",[0.3920620933073217]
"[0.07669903939428206, 0.006135923151542766, -0.09863858816854831, 0.0029961937455311727]",[0.5139374035811352]
"[0.07669903939428206, 0.006135923151542766, -0.07891087053483892, 0.0023969549964135695]",[0.23950265747998434]
"[0.07669903939428206, 0.006135923151542766, -0.06312869642787078, 0.0019175639971251712]",[-0.06745710900578025]
"[0.07669903939428206, 0.006135923151542766, -0.0505029571422968, 0.0015340511976944526]",[-0.12203246092556792]
"[0.07669903939428206, 0.006135923151542766, -0.04040236571383771, 0.0012272409581441934]",[-0.03951382953960243]
"[0.07669903939428206, 0.006135923151542766, -0.03232189257106999, 0.0009817927665096704]",[0.013857458598041716]
"[0.07669903939428206, 0.006135923151542766, -0.02585751405685599, 0.0007854342132134207]",[0.006787797484361769]
"[0.07669903939428206, 0.006135923151542766, -0.02068601124548497, 0.0006283473705934739]",[-0.0151588446093198]
"[0.07669903939428206, 0.006135923151542766, -0.016548808996387887, 0.0005026778964349887]",[-0.021840788282678995]
"[0.07669903939428206, 0.006135923151542766, -0.013239047197110665, 0.00040214231717072835]",[-0.016839069941708976]
"[0.07669903939428206, 0.006135923151542766, -0.010591237757688443, 0.0003217138537365827]",[-0.012369053420287894]
"[0.07669903939428206, 0.009203884727313927, -0.008472990206150666, 0.1536554498715077]",[0.32237027076048963]
"[0.07669903939428206, 0.009203884727313927, -0.00677839216492071, 0.12292435989721184]",[0.911841285627591]
"[0.07669903939428206, 0.009203884727313927, -0.005422713731936923, 0.09833948791774105]",[1.1555942237694117]
"[0.07669903939428206, 0.009203884727313927, -0.004338170985549006, 0.07867159033418147]",[0.6019367890216704]
"[0.07669903939428206, 0.009203884727313927, -0.00347053678843956, 0.06293727226733381]",[-0.016605878518725803]
"[0.07669903939428206, 0.009203884727313927, -0.0027764294307517368, 0.05034981781386705]",[-0.1264056203533995]
"[0.07669903939428206, 0.009203884727313927, -0.002221143544601123, 0.04027985425108227]",[0.03993742173732886]
"[0.07669903939428206, 0.009203884727313927, -0.0017769148356809872, 0.03222388340086013]",[0.14744723287216374]
"[0.07363107781851078, 0.009203884727313927, -0.15481961065710914, 0.025779106720676737]",[0.25580911321890815]
"[0.07363107781851078, 0.009203884727313927, -0.1238556885256874, 0.020623285376558442]",[0.5045148228474183]
"[0.07363107781851078, 0.006135923151542766, -0.09908455082054957, -0.13689945048727736]",[0.27756929988823026]
"[0.07363107781851078, 0.006135923151542766, -0.07926764065643965, -0.10951956038982757]",[-0.5779113036003721]
"[0.07363107781851078, 0.006135923151542766, -0.06341411252515172, -0.08761564831186774]",[-1.1200899719902566]
"[0.07363107781851078, 0.006135923151542766, -0.050731290020121556, -0.07009251864948851]",[-0.6204280699590978]
"[0.07363107781851078, 0.006135923151542766, -0.04058503201609742, -0.05607401491960218]",[0.0778426912334179]
"[0.07363107781851078, 0.006135923151542766, -0.032468025612878204, -0.044859211935687426]",[0.23963879216556921]
"[0.07363107781851078, 0.009203884727313927, -0.025974420490302297, 0.11751070923997986]",[0.40128696357294286]
"[0.07363107781851078, 0.009203884727313927, -0.020779536392241837, 0.09400856739199526]",[0.8635137770061967]
"[0.07363107781851078, 0.009203884727313927, -0.01662362911379356, 0.07520685391358484]",[1.1156808357967591]
"[0.07363107781851078, 0.012271846303085088, -0.013298903291035113, 0.21356356191944315]",[0.9454506595700716]
"[0.07363107781851078, 0.012271846303085088, -0.010639122632827736, 0.1708508495355261]",[0.9353750038068616]
"[0.07363107781851078, 0.012271846303085088, -0.008511298106262277, 0.13668067962845498]",[1.059979561370233]
"[0.07363107781851078, 0.012271846303085088, -0.006809038485009911, 0.10934454370274693]",[0.6619974862587713]
"[0.07056311624273949, 0.012271846303085088, -0.15884530957657228, 0.08747563496220323]",[0.2724649914819322]
"[0.07056311624273949, 0.009203884727313927, -0.1270762476612579, -0.08341757081879564]",[0.10998117573941807]
"[0.07056311624273949, 0.009203884727313927, -0.10166099812900642, -0.06673405665503651]",[-0.235976841242861]
"[0.0674951546669682, 0.009203884727313927, -0.23472687729176922, -0.05338724532404626]",[-0.5386800352457086]
"[0.0674951546669682, 0.009203884727313927, -0.18778150183341547, -0.042709796259231325]",[-0.0035890435693826106]
"[0.06442719309119693, 0.006135923151542766, -0.3036232802552954, -0.18756591579594328]",[0.4346001024020874]
"[0.06442719309119693, 0.006135923151542766, -0.24289862420423614, -0.150052732636766]",[0.0412631869791491]
"[0.06442719309119693, 0.006135923151542766, -0.19431889936338909, -0.12004218610940143]",[-0.4947804258034747]
"[0.06442719309119693, 0.006135923151542766, -0.155455119490711, -0.09603374888749272]",[-0.376886453559667]
"[0.06135923151542565, 0.006135923151542766, -0.2777621743811336, -0.07682699911001123]",[0.1334264562085897]
"[0.06135923151542565, 0.006135923151542766, -0.22220973950490697, -0.06146159928798056]",[0.5702322567214174]
"[0.06135923151542565, 0.006135923151542766, -0.1777677916039253, -0.0491692794304015]",[0.6175574745753745]
"[0.06135923151542565, 0.006135923151542766, -0.14221423328313998, -0.03933542354431552]",[0.26153733128145207]
"[-0.17487380981896308, -0.4080388895775804, 3.0128023457342685, 11.48541534894403]",[13.98588048466592]
"[-0.1595340019401067, -0.3650874275167828, 3.1772322705302347, 11.33590538219508]",[15.041760714232591]
"[-0.1564660403643354, -0.3221359654559848, 2.695183895212753, 11.216297408795981]",[16.747139549437595]
"[-0.16260196351587797, -0.28532042654672907, 1.8493509585930745, 10.813814872499592]",[19.419468829149373]
"[-0.1718058482431918, -0.25770877236478773, 1.0192865305087668, 10.03163460709672]",[21.51140610747838]
"[-0.17487380981896308, -0.23316507975861755, 0.6620311456184496, 9.252492315985876]",[20.356894673634493]
"[-0.18407769454627693, -0.21782527187976086, 0.0694306801290665, 8.168984246731554]",[15.688413257659363]
"[-0.20248546400090464, -0.20862138715244738, -0.8648439286281331, 6.995381633750924]",[10.509089056588472]
"[-0.2239611950313036, -0.20555342557667577, -1.7656616944224535, 5.749703385789303]",[7.027180318449946]
"[-0.25157284921324513, -0.21168934872821854, -2.7931120646350394, 4.29296655105432]",[4.527758050001712]
"[-0.28225246497095796, -0.22089323345553247, -3.7684704395936723, 2.9741790044777474]",[1.510738382271585]
"[-0.31600004230444206, -0.23316507975861755, -4.702155218349144, 1.765750888427931]",[-1.8183196940414996]
"[-0.3528155812136975, -0.2485048876374738, -5.602501120142085, 0.6456103167995195]",[-4.199164998946089]
"[-0.3865631585471816, -0.26691265709210166, -6.169379762787873, -0.40390021929175646]",[-5.906433768937516]
"[-0.4203107358806657, -0.2822524649709579, -6.622882676904503, -1.0901105693762076]",[-7.615964418316475]
"[-0.45099035163837853, -0.2975922728498146, -6.8322869294092445, -1.6390788494438198]",[-8.97812518770419]
"[-0.4816699673960913, -0.31293208072867085, -6.999810331413034, -2.078253473497881]",[-9.470543289588118]
"[-0.500077736850719, -0.32520392703175593, -6.520236737861811, -2.2761950939525377]",[-9.888872191991954]
"[-0.521553467881118, -0.33440781175906986, -6.289975941809402, -2.2811503115277105]",[-10.646624098190092]
"[-0.5399612373357456, -0.3436116964863838, -5.952369226178902, -2.285114485587883]",[-10.942323135655684]
"[-0.5553010452146021, -0.34667965806215495, -5.528885774885943, -1.9814896672588702]",[-10.004512406303123]
"[-0.5675728915176872, -0.3497476196379261, -5.036700935063006, -1.7385898125956487]",[-8.588619750734964]
"[-0.5798447378207724, -0.3497476196379261, -4.6429530632046685, -1.3908718500765076]",[-7.308614963889093]
"[-0.5859806609723149, -0.34667965806215495, -4.021158608140862, -0.9592994012726592]",[-6.343502555055576]
"[-0.5951845456996288, -0.3405437349106122, -3.6771211228783827, -0.4606433634409939]",[-5.137793744117415]
"[-0.5982525072754, -0.33440781175906986, -3.0950949770912715, -0.06171853317567866]",[-3.6074100188262457]
"[-0.6013204688511713, -0.3282718886075271, -2.629474060461579, 0.25742133103659626]",[-2.643120113441878]
"[-0.6013204688511713, -0.31906800388021317, -2.103579248369261, 0.6661313011949517]",[-2.6189848389351225]
"[-0.6013204688511713, -0.3098641191528997, -1.6828633986954067, 0.9930992773216474]",[-2.5921097726264355]
"[-0.6013204688511713, -0.30066023442558576, -1.3462907189563253, 1.2546736582229983]",[-1.93102113513876]
"[-0.6013204688511713, -0.294524311274043, -1.0770325751650596, 1.310535084155532]",[-1.5293141376843868]
"[-0.5982525072754, -0.28532042654672907, -0.7082279813434837, 1.5086223036901174]",[-1.846193660650993]
"[-0.5951845456996288, -0.2761165418194156, -0.4131843062862224, 1.6670920793177686]",[-2.3014723076114656]
"[-0.5951845456996288, -0.26691265709210166, -0.33054744502898004, 1.793867899819901]",[-1.9202977654891278]
"[-0.5921165841238575, -0.2607767339405589, -0.11103987723461728, 1.74189047743306]",[-1.2809459951371567]
"[-0.5859806609723149, -0.25157284921324496, 0.21796425578943257, 1.8537066183121453]",[-1.3730195286584959]
"[-0.5829126993965437, -0.24543692606170264, 0.3277694834201057, 1.789761452226827]",[-2.2614344429613666]
"[-0.5798447378207724, -0.23623304133438872, 0.4156136655246492, 1.8920033981471818]",[-2.5081816907873424]
"[-0.5767767762450011, -0.2300971181828464, 0.485889011208279, 1.8203988760948562]",[-1.9610148415355955]
"[-0.5706408530934585, -0.22396119503130363, 0.6955073665437581, 1.7631152584530128]",[-1.6260342595819122]
"[-0.5675728915176872, -0.2147573103039897, 0.7098039720235718, 1.8706864431281076]",[-1.8704576571443745]
"[-0.5614369683661447, -0.20862138715244738, 0.8746393351959831, 1.803345312079614]",[-1.920985501225922]
"[-0.5553010452146021, -0.19941750242513345, 1.0065076257339136, 1.9028704860293715]",[-1.40712646099536]
"[-0.5491651220630596, -0.1932815792735907, 1.1120022581642601, 1.8290925464006307]",[-1.2456322398071258]
"[-0.543029198911517, -0.18714565612204836, 1.1963979641085345, 1.7700701946976096]",[-1.5186795220632803]
"[-0.5368932757599744, -0.1810097329705056, 1.2639145288639604, 1.7228523133352383]",[-2.0281798447376156]
"[-0.5276893910326605, -0.17180584824319167, 1.471325859456858, 1.8384760870338823]",[-2.0634721188791554]
"[-0.521553467881118, -0.16566992509164935, 1.4838568451426184, 1.7775770272042166]",[-1.5567260004069086]
"[-0.5154175447295755, -0.15953400194010658, 1.4938816336912168, 1.7288577793405295]",[-1.0854991496545807]
"[-0.5062136600022615, -0.15339807878856426, 1.6552995433186695, 1.6898823810495287]",[-1.2367300307862354]
"[-0.500077736850719, -0.14419419406125034, 1.631035792232062, 1.8121001412053204]",[-1.3455326565239139]
"[-0.4908738521234052, -0.13805827090970757, 1.7650228701513413, 1.7564762705414125]",[-0.8947311951585837]
"[-0.4816699673960913, -0.13192234775816525, 1.872212532486767, 1.7119771740102578]",[-0.5177867969805616]
"[-0.4724660826687775, -0.12578642460662248, 1.9579642623551017, 1.6763778967853398]",[-1.0440760151248645]
"[-0.4632621979414636, -0.11965050145508016, 2.0265656462497788, 1.647898475005377]",[-1.6796728379423813]
"[-0.4540583132141498, -0.1135145783035374, 2.081446753365512, 1.6251149375814578]",[-1.6585679508558089]
"[-0.44485442848683593, -0.10431069357622347, 2.1253516390581026, 1.7602861864308466]",[-0.928488364155351]
"[-0.4356505437595221, -0.09817477042468115, 2.1604755476121724, 1.7150251067218107]",[-0.00909700255500745]
"[-0.42644665903220824, -0.09203884727313838, 2.188574674455431, 1.678816242954582]",[0.40408065101348534]
"[-0.4141748127291231, -0.08590292412159606, 2.364452054718601, 1.6498491519407708]",[-0.1465289339072049]
"[-0.4049709280018093, -0.07976700097005329, 2.351755880140569, 1.6266754791297728]",[-0.8935420125895668]
"[-0.3957670432744954, -0.07363107781851097, 2.34159894047815, 1.6081365408809347]",[-0.928242735247613]
"[-0.3865631585471816, -0.0674951546669682, 2.33347338874821, 1.59330539028187]",[-0.29156817418288217]
"[-0.3773592738198677, -0.06442719309119704, 2.3269729473642613, 1.4280423910140598]",[-0.027661650655812053]
"[-0.36815538909255385, -0.05829126993965428, 2.3217725942571015, 1.4492300703883814]",[-0.39887424660366566]
"[-0.35895150436524004, -0.052155346788111956, 2.31761231177137, 1.4661802138878102]",[-0.5882517512220553]
"[-0.34974761963792617, -0.04908738521234035, 2.3142840857827913, 1.326342249898829]",[-0.251413738025438]
"[-0.34054373491061235, -0.04295146206079803, 2.311621504991926, 1.3678699574961684]",[-0.02173103218156225]
"[-0.3282718886075272, -0.03988350048502687, 2.4628895191477973, 1.2476940447855043]",[-0.39880393157108296]
"[-0.3190680038802134, -0.0337475773334841, 2.430505851683929, 1.3049513934055597]",[-0.7049965938418477]
"[-0.3098641191528995, -0.03067961575771294, 2.4045989177128373, 1.1973591935129946]",[-0.7185091034870887]
"[-0.30066023442558565, -0.024543692606170175, 2.383873370535964, 1.2646835123875064]",[-0.17904110976614662]
"[-0.29145634969827183, -0.021475731030399015, 2.367292932794463, 1.1651448886985918]",[0.2295333750856119]
"[-0.28225246497095796, -0.015339807878856249, 2.354028582601263, 1.2389120685359956]",[0.4485974659789793]
"[-0.27304858024364415, -0.012271846303085088, 2.3434171024467005, 1.144527733617366]",[0.428138083902188]
"[-0.2638446955163303, -0.009203884727313927, 2.3349279183230536, 1.0690202656824397]",[0.22380610372290022]
"[-0.25464081078901646, -0.006135923151542766, 2.3281365710241335, 1.00861429133451]",[-0.2759812982511236]
"[-0.2454369260617026, 0.0, 2.322703493185001, 1.11368759064473]",[-0.3123498357476824]
"[-0.23930100291016002, 0.003067961575771161, 2.164958952125131, 1.044348151304348]",[0.4482269053674184]
"[-0.23009711818284617, 0.006135923151542766, 2.192161398065796, 0.9888765998320821]",[1.2027998867340233]
"[-0.22089323345553233, 0.009203884727313927, 2.2139233548183306, 0.9444993586542125]",[0.9165096952033873]
"[-0.21168934872821848, 0.012271846303085088, 2.231332920220357, 0.9089975657119567]",[0.08042364265913093]
"[-0.2055534255766759, 0.015339807878856249, 2.091862493753414, 0.8805961313580895]",[-0.16820663722482943]
"[-0.19634954084936207, 0.015339807878856249, 2.133684231368422, 0.7044769050864659]",[-0.025927379583845056]
"[-0.1902136176978195, 0.018407769454627854, 2.0137435426718664, 0.7169796028577764]",[-0.09563868925703489]
"[-0.18100973297050565, 0.021475731030399015, 2.071189070503184, 0.726981761074768]",[-0.1982287308589985]
"[-0.17487380981896308, 0.021475731030399015, 1.963747413979677, 0.5815854088598371]",[-0.015556237334141798]
"[-0.16873788666742054, 0.024543692606170175, 1.8777940887608686, 0.6186664058764393]",[0.1394374805034877]
"[-0.1595340019401067, 0.027611654181941336, 1.962429507374388, 0.6483312034897324]",[0.2756971584485972]
"[-0.15339807878856412, 0.027611654181941336, 1.876739763476639, 0.5186649627917745]",[0.3895726727600308]
"[-0.14726215563702155, 0.03067961575771294, 1.8081879683584408, 0.5683300490219665]",[0.30309925984467023]
"[-0.1380582709097077, 0.0337475773334841, 1.906744611052443, 0.6080621180061598]",[0.34243857847907755]
