states,actions
"[0.11965050145508001, 0.003067961575771161, 0.0031119653118452106, -0.09856270269077072]",[-1.3099726199134836]
"[0.11965050145508001, 0.003067961575771161, 0.002489572249475991, -0.07885016215260521]",[-0.7559471173520012]
"[0.11965050145508001, 0.0, 0.0019916577995804374, -0.21647820851066513]",[-0.4716373075976223]
"[0.11965050145508001, 0.0, 0.00159332623966435, -0.17318256680854915]",[-0.9528161269890871]
"[0.11965050145508001, 0.0, 0.0012746609917320129, -0.138546053446845]",[-1.3637235742610192]
"[0.11965050145508001, 0.003067961575771161, 0.0010197287933850774, 0.04256123603107653]",[-0.582735101641169]
"[0.11965050145508001, 0.003067961575771161, 0.0008157830347084172, 0.03404898882487828]",[0.6414821357848781]
"[0.11965050145508001, 0.003067961575771161, 0.000652626427767089, 0.027239191059891255]",[1.0400296019425403]
"[0.1227184630308513, 0.003067961575771161, 0.15392017993077722, 0.021791352847913004]",[0.21047507637603208]
"[0.1227184630308513, 0.003067961575771161, 0.12313614394462125, 0.017433082278358825]",[-0.8190188748950493]
"[0.1227184630308513, 0.003067961575771161, 0.09850891515569682, 0.013946465822698428]",[-1.0447415072008717]
"[0.1227184630308513, 0.003067961575771161, 0.07880713212455781, 0.011157172658158743]",[-0.5596838158902655]
"[0.1227184630308513, 0.006135923151542766, 0.06304570569964696, 0.1623238169150909]",[0.205866523496464]
